Time,Y,Y_type,CL_Drug,ConcInit,CL,Drug
51,63.31833,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
54,64.71721,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
57,66.04417,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
60,68.56818,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
63,69.89746,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
66,71.39609,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
69,73.24038,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
72,75.96622,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
77,79.16995,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
81,82.06978,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
85,83.77488,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
89,85.41038,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
93,88.44708,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
97,91.88976,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
101,94.682875,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
105,96.865866,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
109,97.037535,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
113,98.366817,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
117,98.98158,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
121,98.946782,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
125,99.083654,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
129,99.15093,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
133,99.253004,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
137,99.220526,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
141,99.49427,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
145,99.730896,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
149,99.561546,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
153,99.730896,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
157,99.83297,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
161,99.865448,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
165,99.900246,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
169,99.900246,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
173,99.865448,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
177,99.900246,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
181,99.865448,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
185,99.932724,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
189,99.897926,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
0,0,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
3,1.81983,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
6,2.466635,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
9,8.637835,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
12,13.755495,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
15,20.887865,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
18,25.741535,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
21,31.39592,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
24,35.10148,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
27,40.06893,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
30,43.75046,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
33,47.56926,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
36,50.04088,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
39,52.231485,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
42,53.042325,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
45,56.209885,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
48,58.84891,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
51,61.21154,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
54,62.46358,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
57,64.27242,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
60,65.131365,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
63,66.81396,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
66,68.306855,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
69,70.83967,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
72,72.837215,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
77,73.8017,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
81,75.842195,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
85,77.61889,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
89,81.90155,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
93,84.32558,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
97,89.074376,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
101,91.167841,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
105,94.4827645,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
109,96.038694,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
113,96.9327055,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
117,97.539011,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
121,98.0296465,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
125,98.273249,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
129,98.873139,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
133,99.0132985,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
137,99.114796,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
141,99.275041,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
145,99.3351105,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
149,99.4529555,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
153,99.3369895,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
157,99.4275595,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
161,99.5995845,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
165,99.6537645,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
169,99.652792,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
173,99.7556545,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
177,99.762517,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
181,99.808862,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
185,99.716063,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
189,99.801136,Cells,HighExprHighAffinity,500,HighExpr,HighAffinity
0,0,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
3,2.53645999999999,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
6,0.909486666666666,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
9,2.78761000000002,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
12,5.76202000000001,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
15,11.7231466666667,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
18,16.415,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
21,21.74238,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
24,23.5793033333333,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
27,27.6763533333333,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
30,29.62364,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
33,33.1074866666667,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
36,35.6580033333333,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
39,37.48979,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
42,39.59813,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
45,39.1890933333333,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
48,42.80078,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
51,43.0883266666667,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
54,43.6972966666667,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
57,43.84948,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
60,46.75572,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
63,47.6757233333333,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
66,47.8270066666667,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
69,50.4407933333333,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
72,53.7104933333333,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
77,56.48764,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
81,57.7518633333333,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
85,57.82918,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
89,59.8485233333333,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
93,60.5538066666667,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
97,65.5524866666667,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
101,66.2012333333333,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
105,68.6738733333333,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
109,68.8976133333333,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
113,72.3714933333333,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
117,73.35796,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
121,75.5543166666667,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
125,77.30098,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
129,79.8733073333333,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
133,83.137154,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
137,84.1424913333333,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
141,85.4324416666667,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
145,86.604555,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
149,87.909091,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
153,88.963449,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
157,90.313291,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
161,91.585273,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
165,92.6107026666667,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
169,93.0265123333333,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
173,93.3654583333333,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
177,93.765384,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
181,94.1058516666667,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
185,94.2695346666667,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
189,94.93937,Cells,HighExprHighAffinity,50,HighExpr,HighAffinity
0,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
3,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
6,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
9,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
12,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
15,1.15571,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
18,8.59263,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
21,10.8049,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
24,15.83122,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
27,19.34965,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
30,24.02038,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
33,28.49279,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
36,33.21822,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
39,34.27477,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
42,39.34897,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
45,39.04807,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
48,41.15777,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
51,43.06572,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
54,43.92054,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
57,43.7188,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
60,46.58415,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
63,43.97524,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
66,39.80373,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
69,37.03412,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
72,39.34897,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
77,33.46782,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
81,27.93886,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
85,19.99932,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
89,17.53402,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
93,13.91985,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
97,0.5505,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
101,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
105,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
109,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
113,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
117,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
121,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
125,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
129,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
133,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
137,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
141,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
145,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
149,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
153,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
157,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
161,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
165,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
169,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
173,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
177,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
181,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
185,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
189,0,Cells,HighExprHighAffinity,5,HighExpr,HighAffinity
0,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
3,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
6,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
9,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
12,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
15,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
18,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
21,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
24,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
27,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
30,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
33,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
36,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
39,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
42,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
45,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
48,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
51,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
54,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
57,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
60,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
63,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
66,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
69,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
72,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
77,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
81,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
85,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
89,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
93,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
97,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
101,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
105,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
109,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
113,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
117,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
121,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
125,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
129,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
133,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
137,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
141,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
145,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
149,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
153,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
157,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
161,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
165,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
169,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
173,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
177,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
181,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
185,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
189,0,Cells,HighExprHighAffinity,0.5,HighExpr,HighAffinity
0,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
3,0.472269999999995,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
6,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
9,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
12,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
15,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
18,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
21,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
24,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
27,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
30,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
33,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
36,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
39,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
42,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
45,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
48,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
51,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
54,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
57,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
60,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
63,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
66,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
69,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
72,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
77,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
81,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
85,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
89,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
93,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
97,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
101,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
105,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
109,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
113,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
117,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
121,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
125,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
129,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
133,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
137,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
141,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
145,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
149,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
153,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
157,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
161,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
165,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
169,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
173,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
177,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
181,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
185,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
189,0,Cells,HighExprHighAffinity,0,HighExpr,HighAffinity
0,0,Cells,LowExprLowAffinity,0,LowExpr,LowAffinity
0,0,Cells,LowExprLowAffinity,1,LowExpr,LowAffinity
1,0,Cells,LowExprLowAffinity,0,LowExpr,LowAffinity
1,0,Cells,LowExprLowAffinity,1,LowExpr,LowAffinity
