Time,Y,Y_type,CL_Drug,ConcInit,CL,Drug
42,49.8814533333333,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
45,52.21872,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
48,54.0779366666667,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
51,56.1727733333333,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
54,58.4558866666667,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
57,59.9380333333333,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
60,61.0996633333333,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
63,61.4899266666667,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
66,63.5123466666667,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
69,66.4092166666667,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
72,68.2611733333333,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
77,70.5476366666667,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
81,70.5407966666667,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
85,70.51972,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
89,70.8395566666667,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
93,69.4595266666667,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
97,70.4649033333333,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
101,70.8015496666667,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
105,69.946056,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
109,68.9273693333333,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
113,68.0661373333333,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
117,64.8725823333333,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
121,61.113545,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
125,56.0886416666667,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
129,48.9548183333333,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
133,41.805799,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
137,35.6788376666667,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
141,27.808712,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
145,19.8136523333333,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
149,10.4097173333333,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
153,0.15065966666667,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
157,0,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
161,0,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
165,0,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
169,0,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
173,0,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
177,0,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
181,0,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
185,0,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
189,0,Cells,LowExprHighAffinity,5000,LowExpr,HighAffinity
0,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
3,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
6,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
9,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
12,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
15,2.07610666666666,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
18,9.26120333333334,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
21,15.6451266666667,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
24,22.4485166666667,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
27,27.5489333333333,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
30,32.1440033333333,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
33,35.8709666666667,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
36,39.2289333333333,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
39,42.6255766666667,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
42,45.21863,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
45,47.2586366666667,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
48,49.9199466666667,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
51,51.7692,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
54,52.8188333333333,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
57,54.8929766666667,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
60,53.7440166666667,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
63,53.76377,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
66,50.0254266666667,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
69,50.0356033333333,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
72,49.6859833333333,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
77,47.46407,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
81,44.4524866666667,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
85,42.09902,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
89,39.6962533333333,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
93,34.5584966666667,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
97,28.9678433333333,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
101,24.7347033333333,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
105,18.8878133333333,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
109,10.5034566666667,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
113,2.93128,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
117,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
121,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
125,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
129,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
133,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
137,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
141,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
145,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
149,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
153,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
157,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
161,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
165,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
169,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
173,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
177,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
181,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
185,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
189,0,Cells,LowExprHighAffinity,500,LowExpr,HighAffinity
0,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
3,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
6,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
9,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
12,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
15,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
18,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
21,3.32711666666667,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
24,8.23819333333334,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
27,10.6923133333333,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
30,13.18616,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
33,14.1666566666667,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
36,15.52086,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
39,16.7703233333333,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
42,16.26496,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
45,15.5171633333333,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
48,15.2067666666667,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
51,13.4938166666667,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
54,11.7382733333333,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
57,9.16891333333335,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
60,5.24239333333333,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
63,3.78645999999999,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
66,1.04063000000001,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
69,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
72,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
77,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
81,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
85,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
89,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
93,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
97,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
101,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
105,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
109,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
113,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
117,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
121,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
125,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
129,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
133,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
137,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
141,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
145,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
149,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
153,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
157,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
161,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
165,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
169,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
173,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
177,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
181,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
185,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
189,0,Cells,LowExprHighAffinity,50,LowExpr,HighAffinity
0,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
3,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
6,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
9,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
12,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
15,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
18,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
21,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
24,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
27,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
30,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
33,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
36,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
39,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
42,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
45,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
48,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
51,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
54,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
57,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
60,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
63,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
66,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
69,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
72,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
77,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
81,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
85,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
89,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
93,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
97,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
101,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
105,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
109,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
113,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
117,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
121,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
125,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
129,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
133,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
137,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
141,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
145,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
149,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
153,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
157,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
161,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
165,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
169,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
173,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
177,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
181,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
185,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
189,0,Cells,LowExprHighAffinity,5,LowExpr,HighAffinity
0,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
3,0.0963499999999868,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
6,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
9,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
12,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
15,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
18,0.67628666666667,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
21,5.25273333333332,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
24,6.78911333333333,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
27,8.19423333333333,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
30,7.57713333333334,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
33,5.96201333333333,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
36,3.59690000000001,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
39,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
42,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
45,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
48,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
51,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
54,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
57,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
60,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
63,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
66,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
69,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
72,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
77,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
81,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
85,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
89,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
93,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
97,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
101,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
105,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
109,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
113,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
117,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
121,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
125,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
129,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
133,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
137,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
141,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
145,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
149,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
153,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
157,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
161,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
165,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
169,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
173,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
177,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
181,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
185,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
189,0,Cells,LowExprHighAffinity,0.5,LowExpr,HighAffinity
0,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
3,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
6,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
9,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
12,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
15,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
18,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
21,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
24,0.508949999999984,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
27,0.341360000000009,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
30,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
33,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
36,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
39,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
42,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
45,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
48,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
51,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
54,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
57,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
60,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
63,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
66,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
69,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
72,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
77,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
81,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
85,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
89,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
93,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
97,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
101,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
105,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
109,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
113,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
117,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
121,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
125,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
129,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
133,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
137,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
141,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
145,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
149,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
153,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
157,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
161,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
165,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
169,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
173,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
177,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
181,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
185,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
189,0,Cells,LowExprHighAffinity,0,LowExpr,HighAffinity
0,0,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
3,2.57019000000001,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
6,4.90559,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
9,10.60575,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
12,17.2167633333333,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
15,23.8141166666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
18,30.5127366666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
21,35.92436,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
24,41.1177666666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
27,45.1176233333333,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
30,49.54972,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
33,53.2341233333333,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
36,56.4465733333333,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
39,59.33396,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
42,62.7059833333333,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
45,65.9793833333333,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
48,68.32163,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
51,69.9124866666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
54,72.4426433333333,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
57,74.40183,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
60,76.0048666666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
63,77.3032766666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
66,78.45557,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
69,80.75888,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
72,82.5287766666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
77,84.3491066666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
81,85.82182,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
85,87.891243,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
89,89.1857736666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
93,87.8358256666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
97,90.5106236666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
101,92.110285,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
105,92.111161,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
109,93.3528426666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
113,94.1698446666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
117,94.2305323333333,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
121,95.0060606666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
125,96.4656863333333,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
129,96.9620466666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
133,97.1838793333333,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
137,97.0841676666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
141,97.5181466666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
145,97.8778576666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
149,98.0513333333333,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
153,98.37903,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
157,98.4587746666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
161,98.770221,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
165,99.007651,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
169,99.2888776666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
173,99.18194,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
177,99.3467326666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
181,99.4797066666667,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
185,99.1886943333333,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
189,99.4603063333333,Cells,HighExprHighAffinity,50000,HighExpr,HighAffinity
0,0,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
3,2.41961999999999,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
6,6.30771,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
9,8.14968,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
12,12.58062,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
15,18.20628,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
18,23.04784,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
21,28.6735,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
24,34.06254,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
27,37.98311,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
30,42.37925,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
33,45.71985,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
36,47.90748,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
39,52.06468,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
42,55.53983,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
45,58.27031,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
48,60.89408,Cells,HighExprHighAffinity,5000,HighExpr,HighAffinity
